Linux 6.16.9-200.fc42.x86_64 (fedora) 	10/19/2025 	_x86_64_	(12 CPU)

01:32:05 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:32:20 PM    6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:32:20 PM    7  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:32:20 PM    8    3.00    0.00    2.00    0.00    1.00    0.00    0.00    0.00    0.00   94.00
01:32:20 PM    9    3.03    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   95.96
01:32:20 PM   10    3.00    0.00    1.00    0.00    5.00    1.00    0.00    0.00    0.00   90.00
01:32:20 PM   11    3.00    0.00    2.00    0.00    2.00    0.00    0.00    0.00    0.00   93.00

01:32:20 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:32:21 PM  all   10.64    0.00    0.59    0.34    0.34    0.42    0.00    0.00    0.00   87.69
01:32:21 PM    0    1.01    0.00    0.00    0.00    1.01    1.01    0.00    0.00    0.00   96.97
01:32:21 PM    1    6.00    0.00    2.00    2.00    0.00    1.00    0.00    0.00    0.00   89.00
01:32:21 PM    2    3.00    0.00    1.00    0.00    1.00    1.00    0.00    0.00    0.00   94.00
01:32:21 PM    3    2.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00
01:32:21 PM    4    4.00    0.00    1.00    0.00    0.00    1.00    0.00    0.00    0.00   94.00
01:32:21 PM    5    3.03    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   96.97
01:32:21 PM    6   44.55    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   55.45
01:32:21 PM    7   56.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   44.00
01:32:21 PM    8    3.03    0.00    1.01    0.00    0.00    1.01    0.00    0.00    0.00   94.95
01:32:21 PM    9    2.04    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   97.96
01:32:21 PM   10    1.01    0.00    1.01    0.00    1.01    0.00    0.00    0.00    0.00   96.97
01:32:21 PM   11    1.01    0.00    0.00    2.02    1.01    0.00    0.00    0.00    0.00   95.96

01:32:21 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:32:22 PM  all   12.08    0.00    1.09    0.00    0.34    0.17    0.00    0.00    0.00   86.33
01:32:22 PM    0   15.31    0.00    1.02    0.00    0.00    1.02    0.00    0.00    0.00   82.65
01:32:22 PM    1    5.94    0.00    2.97    0.00    0.00    0.00    0.00    0.00    0.00   91.09
01:32:22 PM    2   14.14    0.00    0.00    0.00    2.02    1.01    0.00    0.00    0.00   82.83
01:32:22 PM    3   15.15    0.00    0.00    0.00    1.01    0.00    0.00    0.00    0.00   83.84
01:32:22 PM    4   10.20    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   88.78
01:32:22 PM    5    5.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
01:32:22 PM    6   65.31    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   34.69
01:32:22 PM    7    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
01:32:22 PM    8    5.00    0.00    2.00    0.00    1.00    0.00    0.00    0.00    0.00   92.00
01:32:22 PM    9    3.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
01:32:22 PM   10    2.02    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   96.97
01:32:22 PM   11    4.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00

01:32:22 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:32:23 PM  all   10.98    0.00    0.75    0.00    0.42    0.42    0.00    0.00    0.00   87.43
01:32:23 PM    0    5.10    0.00    0.00    0.00    0.00    1.02    0.00    0.00    0.00   93.88
01:32:23 PM    1    3.96    0.00    1.98    0.00    0.99    0.00    0.00    0.00    0.00   93.07
01:32:23 PM    2    3.06    0.00    0.00    0.00    1.02    1.02    0.00    0.00    0.00   94.90
01:32:23 PM    3    5.05    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   93.94
01:32:23 PM    4    4.00    0.00    1.00    0.00    1.00    0.00    0.00    0.00    0.00   94.00
01:32:23 PM    5    1.98    0.00    0.99    0.00    0.99    0.99    0.00    0.00    0.00   95.05
01:32:23 PM    6   97.98    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    2.02
01:32:23 PM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:32:23 PM    8    5.05    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   93.94
01:32:23 PM    9    2.02    0.00    1.01    0.00    1.01    0.00    0.00    0.00    0.00   95.96
01:32:23 PM   10    3.00    0.00    2.00    0.00    0.00    1.00    0.00    0.00    0.00   94.00
01:32:23 PM   11    1.01    0.00    0.00    0.00    0.00    1.01    0.00    0.00    0.00   97.98

01:32:23 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:32:24 PM  all   11.55    0.00    0.84    0.00    0.50    0.08    0.00    0.00    0.00   87.03
01:32:24 PM    0    3.03    0.00    0.00    0.00    1.01    1.01    0.00    0.00    0.00   94.95
01:32:24 PM    1    3.92    0.00    1.96    0.00    0.98    0.00    0.00    0.00    0.00   93.14
01:32:24 PM    2    2.00    0.00    1.00    0.00    2.00    0.00    0.00    0.00    0.00   95.00
01:32:24 PM    3   10.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   88.00
01:32:24 PM    4    4.08    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   95.92
01:32:24 PM    5    1.01    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   97.98
01:32:24 PM    6   99.01    0.00    0.00    0.00    0.99    0.00    0.00    0.00    0.00    0.00
